femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id,incident_duration
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,171,99171,Monroe (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,7be89daa8473b1e566fb6247c2bc1e4beb217d25,d0655524-1900-45db-a5f2-0eb4a08d7244,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,183,99183,Ohio (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,f25310c15db2c85c4408eceb23a1cc2867b13459,43f030de-4a1f-475f-970c-54a494dd2134,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,189,99189,Owsley (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,678261b199971af4a12b3086348833b8a921089f,223a0e31-503c-459b-a0f6-b35b0e0c4916,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,193,99193,Perry (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,c94863454bb874b1143987fe763c306a57ad607e,9ce9c227-a9d5-4593-8905-a1d67e0ed5bc,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,199,99199,Pulaski (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,8828ef27ebbbaa72df3f80543440852f41984767,24bfaf95-8ecb-4748-a76a-2be37d5dfb2d,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,203,99203,Rockcastle (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,c960ce31987f473c7d63a3d62595b90b2f91e5e0,0a7689f7-4edb-4dd4-9bf2-0aee473d6798,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,207,99207,Russell (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,296743e3c1286091cdce8d79c1c1045cb784366e,b6360d62-c453-4213-8e89-9457f0185e3a,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,229,99229,Washington (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,f9fd17906d791fada23fdedb2f572dc0b9e6ce60,62a12ab6-ae35-40f5-9b1c-94a70715820c,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,231,99231,Wayne (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,2d263f6dce0e0c79f93452dc6581db5443b5abbb,4706b327-ec89-438a-af0d-dadfba3a6d4f,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,239,99239,Woodford (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,783071abfd802aa761a998b7f3addf6a0dbc7912,f06d8355-3131-4908-9d2f-1bafc7b82703,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,False,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,089,99089,Greenup (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,2e26e41433b491ca3a89c860bd7b765c76fb951e,7291857e-9750-4c09-b2c4-ac4b6928962e,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,031,99031,Butler (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,d2408d1d89ce73943fd2998e165bb43c535df2bb,362758ba-0ee6-46c0-9319-952742e7dd83,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,033,99033,Caldwell (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,c749fae461deaf9a5879dcf9143d8152a91c5cc9,6ce74c0f-65c0-46c9-8784-caf57d36b3d3,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,035,99035,Calloway (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,b915a81d855506727fbe3fd92ccde17dd46c5f9b,79e44320-04b7-42d8-8f72-e578ee0363ca,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,047,99047,Christian (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,a4c2ac0d84cbe08aff611e04b1ccda284ab5fa13,77266e1b-75de-44b0-9ec2-8412bc65248b,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,051,99051,Clay (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,389d7d2bc1e54c9396826cd9056596968acd8ca8,b8c29e3d-214a-43d3-8cd8-49965dcfb7e9,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,107,99107,Hopkins (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,903e251b2ff40ccabe6bbf731277a8d7f3925f28,a3e04c40-76db-441b-83cd-2429b14c1e05,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,121,99121,Knox (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,a58f3a3ded4318697d754eb5e7144f7b4f3e6ed2,d231ec04-06b4-4ace-9522-0536109a0202,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,141,99141,Logan (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,8d19cd5447a06dc6cdf5adaf321505478ef31270,86eb318c-86e0-4b05-880a-f01ff4905fee,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,177,99177,Muhlenberg (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,719e56460bb5f14b9e61eb4f9a97168004d0eee3,b8c2433e-0f75-4453-8d0f-24b234d9f1bb,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,213,99213,Simpson (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,eb5c27b42815b7366b44b42ccf66877a1901ba11,9e032c21-1806-432b-a70f-23d3688c91d7,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,219,99219,Todd (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,44bd070e6af491912358071f68289e1547fa3dae,90e02b9c-4d3e-4020-911f-57bb00fbdb68,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,221,99221,Trigg (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,722d217812d64358b7eabf8c82fc80b204c8fce3,48909b8f-dc48-4215-9f63-2c1c9e850f94,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,227,99227,Warren (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,81384db8ecf608140aa71ff45efaf096526326f7,b103831e-2342-475f-94fd-407ee76741c4,6.0
DR-4804-KY,4804,KY,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",True,False,True,True,2024-05-21 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,21,235,99235,Whitley (County),24066,2024-09-23T00:00:00.000Z,2024052701,4,"2,M,T,W",2024-08-27T18:22:14.800Z,4c9d9c8d3a699fc6c967946d5a6d40dd3352953e,39d49981-e9eb-48a8-9e96-06d458e91d1b,6.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",False,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,017,99017,Bollinger (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,112930917a7696f15f4e42724c448e8676d5d53f,5442d4fc-7bd8-4fc6-9fa0-cbca8ce91b21,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",False,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,119,99119,McDonald (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,c0c0f1491ea50266c62c41e8cdd256d60fd5cdfe,b55e2fbc-e753-4f6e-a5cc-01204855cc85,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",False,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,123,99123,Madison (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,8f4416cde8be77436c6d5483b8dbede830377173,64b090d9-341e-4acd-afa0-42f3a537b398,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",False,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,149,99149,Oregon (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,c093ed5cdadd3cfb5d7a58f0a9d292b958700e49,de2b2335-3c32-482f-b334-bf3a10d60b64,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",False,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,179,99179,Reynolds (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,9993868abfe458696c2c11a2ee7db78fede20307,0fe044ec-87ac-41cc-a23f-d12a099e8a49,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,009,99009,Barry (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,79c4b493205d81d0e7a2a5978a9b061af1931a46,77cca93e-d7ba-492c-b488-2e1943da3938,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,023,99023,Butler (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,f78fc2aec4633dc4d734ea6115b8f45000dd48de,f6fe4d10-0d68-4948-8615-c166adaa607e,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,035,99035,Carter (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,0f988b04d1b2c8acf10acc17c64c4e77e37f89a3,b41c2336-385e-4ab6-a741-5d315791f60a,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,091,99091,Howell (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,a8720d554971854c484df7cbd7b3385016ef40e1,8d2302cb-484e-4357-9035-00944145011f,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,143,99143,New Madrid (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,6e4b4b54628a1452365e696c929786e3cfae1abf,e4738b2e-9978-447d-ba30-88528f71aee2,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,181,99181,Ripley (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,5f772750c0ceaa6bd962ba71edddcc10d845b701,ce380e7e-0292-41b1-bd40-4eb60bdda196,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,201,99201,Scott (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,8ff37a2e3f2216b3be3a1c9b246d1f73aa6334f0,f2b28042-d830-46cd-8c59-eee7f868136d,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,203,99203,Shannon (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,2e90675740362d9e1a10d8cf9ed70051ebf7d835,3b1c4c86-2864-479b-a93c-cd31d5260a7a,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,207,99207,Stoddard (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,21fef2324eea2c3c8bc3dd3ad615a9a714969c3a,d892bd5c-5cb7-433c-beb7-48f639e9dd96,8.0
DR-4803-MO,4803,MO,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",True,False,True,True,2024-05-19 00:00:00+00:00,2024-05-27 00:00:00+00:00,,False,29,215,99215,Texas (County),24064,2024-09-23T00:00:00.000Z,2024053001,7,"2,F,T,W",2024-08-27T18:22:14.800Z,ffe08d6a6a54005e8b03f502c7db49d4eff17e9f,2d98de94-e457-40fb-b75e-1e48601e7f7e,8.0
DR-4802-OK,4802,OK,DR,2024-07-23 00:00:00+00:00,2024,Severe Storm,SEVERE STORMS,False,False,True,True,2024-03-14 00:00:00+00:00,2024-03-15 00:00:00+00:00,,True,40,000,13925,Chickasaw (OTSA),24061,,2024061203,6,W,2024-08-27T18:22:14.800Z,dc40445ee8d8dbd66445db42ca1b649a74bb6241,37165d30-299b-4235-82d2-5bf1c542c4fc,1.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,000,27925,Fort Belknap Indian Reservation,24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,12cbc309d6e6d3151fd04cc31c2cc30e93cc00ad,4c87fd10-f723-44df-864c-ae6eff01de19,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,000,63925,Rocky Boy's Indian Reservation,24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,5d6f3835e4435e73519ab32f16754fb8a915b4d6,181d274b-13cc-423d-b949-0707bf037207,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,005,99005,Blaine (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,764c1171a2cc66af2bf1df66cef8ef04c6428927,80f76b34-4e29-4f14-9097-0681c074de16,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,015,99015,Chouteau (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,d0ef6ff5b0966956b8e92c5b27c6778f8f94a84a,04422a7b-4b7a-4468-bc09-78df41681e44,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,027,99027,Fergus (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,5a24f2e295c2efb0e4e3d97a4152eb384410e667,09db47ac-0906-42ac-a42d-75de8cd093f9,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,041,99041,Hill (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,0b03ccad7caa58cb55301ea7455e774b8940e818,dcbde02d-ca7b-4807-a75e-8a9df403d3aa,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,045,99045,Judith Basin (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,edea5834a8b9e1bd676d84e73cae220183a555b1,ad564dcc-714d-4044-9381-2c4b56113fbc,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,069,99069,Petroleum (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,5a2b94a5390b54dc38ef3a8cd2522ec7a64e601a,731da819-f985-4eaa-a56a-4513da137e73,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,073,99073,Pondera (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,5e680b8be5d0f8dff866353135ba35cb0617af1f,3d33b99f-fe2c-4340-973f-44d67078aa71,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,099,99099,Teton (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,ad95e682aed221d5542f784f26fcdabff7879db8,f30149c2-85fd-4485-bebc-d59d198affaf,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,101,99101,Toole (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,289d8a88db1967826ee295a38eed30d497c4cbd8,8ab3ff81-e7fa-4a19-b8b0-de06cdd176c2,3.0
DR-4801-MT,4801,MT,DR,2024-07-18 00:00:00+00:00,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,False,False,True,True,2024-05-06 00:00:00+00:00,2024-05-09 00:00:00+00:00,,False,30,107,99107,Wheatland (County),24078,,2024052802,8,"5,F,W",2024-08-27T18:22:14.800Z,12370edeebd62e4e7b3f3d5f335210e55e5f0c02,3d47d12a-1c11-4893-a99f-612de1480ea4,3.0
DR-4800-KS,4800,KS,DR,2024-07-15 00:00:00+00:00,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",False,False,True,True,2024-04-25 00:00:00+00:00,2024-04-30 00:00:00+00:00,,False,20,001,99001,Allen (County),24074,,2024052803,7,"2,F,T,W",2024-08-27T18:22:14.800Z,b431b32fa608ba2933d620d4a67ed34a8cebed6e,bc71295c-186d-4ae9-9817-b1b9b6003a79,5.0
