femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id,incident_duration
FM-5529-OR,5529,OR,FM,2024-08-09 00:00:00+00:00,2024,Fire,LEE FALLS FIRE,False,False,True,True,2024-08-08 00:00:00+00:00,,,False,41,067,99067,Washington (County),24122,,2024081001,10,R,2024-08-27T18:22:14.800Z,ae87cf3c6ed795015b714af7166c7c295b2b67c7,09e3f81a-5e16-4b72-b317-1c64e0cfa59c,
FM-5528-OR,5528,OR,FM,2024-08-06 00:00:00+00:00,2024,Fire,ELK LANE FIRE,False,False,True,True,2024-08-04 00:00:00+00:00,,,False,41,031,99031,Jefferson (County),24116,,2024080701,10,R,2024-08-27T18:22:14.800Z,432cf0995c47e3895cea696ede5621b810460501,59983f89-30bf-4888-b21b-62e8d57d9aac,
FM-5527-OR,5527,OR,FM,2024-08-02 00:00:00+00:00,2024,Fire,MILE MARKER 132 FIRE,False,False,True,True,2024-08-02 00:00:00+00:00,,,False,41,017,99017,Deschutes (County),24111,,2024080301,10,R,2024-08-27T18:22:14.800Z,2f21d90cb6bc64b0d4121aa3f18d852bbb4b11fa,8d13ecf0-bc2f-496b-8c9f-b2e73da832a0,
FM-5521-WA,5521,WA,FM,2024-07-26 00:00:00+00:00,2024,Fire,RETREAT FIRE,False,False,True,True,2024-07-23 00:00:00+00:00,,,False,53,077,99077,Yakima (County),24098,,2024072601,10,R,2024-08-27T18:22:14.800Z,e205f5a4b56cadd811661c07fc8a8143b6c8c604,bc02a243-2458-4af3-84e3-b9928bd1d41d,
FM-5520-ID,5520,ID,FM,2024-07-26 00:00:00+00:00,2024,Fire,GWEN FIRE,False,False,True,True,2024-07-25 00:00:00+00:00,,,False,16,000,57340,Nez Perce Indian Reservation,24099,,2024072602,10,R,2024-08-27T18:22:14.800Z,ba084caa4ee18c9c0c4383346e7669d4af4ab9b7,85cccdec-5e22-436f-a3e7-acd7340172cf,
FM-5520-ID,5520,ID,FM,2024-07-26 00:00:00+00:00,2024,Fire,GWEN FIRE,False,False,True,True,2024-07-25 00:00:00+00:00,,,False,16,057,99057,Latah (County),24099,,2024072602,10,R,2024-08-27T18:22:14.800Z,0efc8eae4e51c80bcc84a928cea6a4d9f99420b9,d0e4282c-5d39-4af2-814c-2192d748f16c,
FM-5520-ID,5520,ID,FM,2024-07-26 00:00:00+00:00,2024,Fire,GWEN FIRE,False,False,True,True,2024-07-25 00:00:00+00:00,,,False,16,069,99069,Nez Perce (County),24099,,2024072602,10,R,2024-08-27T18:22:14.800Z,b3b37b3287af4f410534ef8c33615c70f30e9e4c,b058f371-8e3e-49dc-bb08-aac48229a85f,
FM-5518-WA,5518,WA,FM,2024-07-24 00:00:00+00:00,2024,Fire,SWAWILLA FIRE ,False,False,True,True,2024-07-17 00:00:00+00:00,,,False,53,000,14240,Colville Indian Reservation,24096,,2024072501,10,R,2024-08-27T18:22:14.800Z,10b708f6fa7a3b9f114f2fb414b7fddb5459eefe,234f8a8c-91e7-4c3a-8fa4-95a9febd31b7,
FM-5518-WA,5518,WA,FM,2024-07-24 00:00:00+00:00,2024,Fire,SWAWILLA FIRE ,False,False,True,True,2024-07-17 00:00:00+00:00,,,False,53,019,99019,Ferry (County),24096,,2024072501,10,R,2024-08-27T18:22:14.800Z,1d8354897e36fb04ed1b8a480d2e065ab6b9d9a6,c0f74948-1888-46f1-b6bd-a396762f9039,
FM-5518-WA,5518,WA,FM,2024-07-24 00:00:00+00:00,2024,Fire,SWAWILLA FIRE ,False,False,True,True,2024-07-17 00:00:00+00:00,,,False,53,047,99047,Okanogan (County),24096,,2024072501,10,R,2024-08-27T18:22:14.800Z,874d39c0964009110ef7dbac3c6e01bf22c69380,b17a068f-2f8c-4ff2-b26c-ec654f079e60,
FM-5517-WA,5517,WA,FM,2024-07-23 00:00:00+00:00,2024,Fire,WEST WHITE SWAN FIRE,False,False,True,True,2024-07-22 00:00:00+00:00,,,False,53,000,79995,Yakama Reservation,24094,,2024072302,10,R,2024-08-27T18:22:14.800Z,6f6648e1f06f052f571652f63d1d740071da4652,0a4a121f-2abb-42a9-a200-e0db24d65e01,
FM-5517-WA,5517,WA,FM,2024-07-23 00:00:00+00:00,2024,Fire,WEST WHITE SWAN FIRE,False,False,True,True,2024-07-22 00:00:00+00:00,,,False,53,077,99077,Yakima (County),24094,,2024072302,10,R,2024-08-27T18:22:14.800Z,bbd24aed306020b5c72c2eb154b548d22e9ab617,a883a7cb-dc63-4f3f-9cbe-f1ff52194ae3,
FM-5516-OR,5516,OR,FM,2024-07-22 00:00:00+00:00,2024,Fire,DURKEE FIRE,False,False,True,True,2024-07-21 00:00:00+00:00,,,False,41,001,99001,Baker (County),24093,,2024072301,10,R,2024-08-27T18:22:14.800Z,45ff69fccf92d0d834cbdfa43863f27a117e64a1,f04e205c-f078-44f3-a41c-e99832a27237,
FM-5516-OR,5516,OR,FM,2024-07-22 00:00:00+00:00,2024,Fire,DURKEE FIRE,False,False,True,True,2024-07-21 00:00:00+00:00,,,False,41,045,99045,Malheur (County),24093,,2024072301,10,R,2024-08-27T18:22:14.800Z,3fb7fb2fd4a72c15f0e171ad2dc7493c1b794b2d,60983d05-03a4-4b66-90e6-f7889e15fd7d,
FM-5514-OR,5514,OR,FM,2024-07-21 00:00:00+00:00,2024,Fire,BATTLE MOUNTAIN FIRE COMPLEX,False,False,True,True,2024-07-21 00:00:00+00:00,,,False,41,023,99023,Grant (County),24092,,2024072202,10,R,2024-08-27T18:22:14.800Z,e7da1792be5f3f783ce34ff85a62c584327c4a0d,45427119-abd1-4c6f-b876-d37d55cf97bf,
FM-5514-OR,5514,OR,FM,2024-07-21 00:00:00+00:00,2024,Fire,BATTLE MOUNTAIN FIRE COMPLEX,False,False,True,True,2024-07-21 00:00:00+00:00,,,False,41,049,99049,Morrow (County),24092,,2024072202,10,R,2024-08-27T18:22:14.800Z,98ae6ac4936262d4e0be961104cb3361be870434,f3839077-b1f5-4eba-852e-d1db1da541ac,
FM-5514-OR,5514,OR,FM,2024-07-21 00:00:00+00:00,2024,Fire,BATTLE MOUNTAIN FIRE COMPLEX,False,False,True,True,2024-07-21 00:00:00+00:00,,,False,41,059,99059,Umatilla (County),24092,,2024072202,10,R,2024-08-27T18:22:14.800Z,ecf955791b9c038ec43ffb8fbdcfbebbf98d6bdf,d0deaa82-4668-4346-9a9f-33db099c2fc5,
FM-5513-OR,5513,OR,FM,2024-07-21 00:00:00+00:00,2024,Fire,BONEYARD FIRE,False,False,True,True,2024-07-20 00:00:00+00:00,,,False,41,023,99023,Grant (County),24091,,2024072101,10,R,2024-08-27T18:22:14.800Z,d6dc2b751eb9450eb1c42308047db100f19d9e1b,ee206396-9fe8-4f37-b973-b0514410fdee,
FM-5512-OR,5512,OR,FM,2024-07-18 00:00:00+00:00,2024,Fire,FALLS FIRE,False,False,True,True,2024-07-18 00:00:00+00:00,,,False,41,023,99023,Grant (County),24090,,2024071901,10,R,2024-08-27T18:22:14.800Z,52f8fadf76e67cd79efd181e2acc778c42073d04,1ae19176-efcc-4b70-a1f6-d7780e07d03b,
FM-5512-OR,5512,OR,FM,2024-07-18 00:00:00+00:00,2024,Fire,FALLS FIRE,False,False,True,True,2024-07-18 00:00:00+00:00,,,False,41,025,99025,Harney (County),24090,,2024071901,10,R,2024-08-27T18:22:14.800Z,bba05ae451c567b32a7034ef1daa5aa8aef99a6e,e1ace295-e303-42e5-b918-d03810a466a3,
FM-5511-OR,5511,OR,FM,2024-07-18 00:00:00+00:00,2024,Fire,LONE ROCK FIRE,False,False,True,True,2024-07-17 00:00:00+00:00,,,False,41,021,99021,Gilliam (County),24089,,2024071801,10,R,2024-08-27T18:22:14.800Z,bb62761b664195246787c7b0e871290944fc4f46,c80ffc22-fa37-4d9b-a2f7-7d04d4944eae,
FM-5511-OR,5511,OR,FM,2024-07-18 00:00:00+00:00,2024,Fire,LONE ROCK FIRE,False,False,True,True,2024-07-17 00:00:00+00:00,,,False,41,049,99049,Morrow (County),24089,,2024071801,10,R,2024-08-27T18:22:14.800Z,1de76041457208b989b13e017b37cb756d395607,fffce5f4-378e-4aff-af18-55ab28c7323d,
FM-5511-OR,5511,OR,FM,2024-07-18 00:00:00+00:00,2024,Fire,LONE ROCK FIRE,False,False,True,True,2024-07-17 00:00:00+00:00,,,False,41,069,99069,Wheeler (County),24089,,2024071801,10,R,2024-08-27T18:22:14.800Z,89b318cc543591f6bfceace9211cf8c13a2a19c9,d4d538ce-7180-4c08-b283-58627bdbf97b,
FM-5510-ID,5510,ID,FM,2024-07-16 00:00:00+00:00,2024,Fire,TEXAS FIRE,False,False,True,True,2024-07-15 00:00:00+00:00,,,False,16,057,99057,Latah (County),24087,,2024071702,10,R,2024-08-27T18:22:14.800Z,812c8b07026179202bdffb4209298228d86e4028,139d4996-8a34-4842-a0df-06a11f7840d8,
FM-5510-ID,5510,ID,FM,2024-07-16 00:00:00+00:00,2024,Fire,TEXAS FIRE,False,False,True,True,2024-07-15 00:00:00+00:00,,,False,16,069,99069,Nez Perce (County),24087,,2024071702,10,R,2024-08-27T18:22:14.800Z,ad1741ab78c9429cc66e4fa197f3bc70c067d9e1,45255a37-fe17-4130-8acc-f566569560be,
FM-5508-AZ,5508,AZ,FM,2024-07-13 00:00:00+00:00,2024,Fire,WATCH FIRE,False,False,True,True,2024-07-10 00:00:00+00:00,,,False,04,000,62980,San Carlos Indian Reservation,24084,,2024071201,9,R,2024-08-27T18:22:14.800Z,3845bb19820c1195a74764203f9db31fef571443,6afdfc89-92bd-4d82-b16d-a1fdb52e341c,
FM-5507-MT,5507,MT,FM,2024-07-12 00:00:00+00:00,2024,Fire,HORSE GULCH FIRE,False,False,True,True,2024-07-09 00:00:00+00:00,,,False,30,007,99007,Broadwater (County),24085,,2024071301,8,R,2024-08-27T18:22:14.800Z,2fd4f28f03860f50a4036d09dd01fe5114e60c0f,64b35075-676d-4cda-909f-898535f8ca56,
FM-5507-MT,5507,MT,FM,2024-07-12 00:00:00+00:00,2024,Fire,HORSE GULCH FIRE,False,False,True,True,2024-07-09 00:00:00+00:00,,,False,30,049,99049,Lewis and Clark (County),24085,,2024071301,8,R,2024-08-27T18:22:14.800Z,2dae8cf46e42c196025651c916e6118eefbc693e,19e28113-9160-46db-8414-bf44fd27de25,
FM-5506-OR,5506,OR,FM,2024-07-11 00:00:00+00:00,2024,Fire,LARCH CREEK FIRE,False,False,True,True,2024-07-10 00:00:00+00:00,,,False,41,065,99065,Wasco (County),24083,,2024071101,10,R,2024-08-27T18:22:14.800Z,937e9c04fc346c45b03811e32433d3a9933b6287,a513fae9-a305-437f-99dc-b2afd02af97e,
FM-5505-AZ,5505,AZ,FM,2024-07-09 00:00:00+00:00,2024,Fire,SHAKE FIRE,False,False,True,True,2024-07-09 00:00:00+00:00,,,False,04,021,99021,Pinal (County),24082,,2024071001,9,R,2024-08-27T18:22:14.800Z,dd534e69b61bd79b7c23af9c4b51c07b19677db2,325a0887-48c3-4621-94b8-fb43b0ac9b25,
FM-5501-AZ,5501,AZ,FM,2024-06-28 00:00:00+00:00,2024,Fire,BOULDER VIEW FIRE,False,False,True,True,2024-06-27 00:00:00+00:00,,,False,04,013,99013,Maricopa (County),24075,,2024062803,9,R,2024-08-27T18:22:14.800Z,f5a4caffa9fcebda3e19d76e5b25f71b5c6b820f,1b5be903-f0a6-4785-ad3d-1c9562e87ec7,
FM-5500-OR,5500,OR,FM,2024-06-25 00:00:00+00:00,2024,Fire,DARLENE 3 FIRE,False,False,True,True,2024-06-25 00:00:00+00:00,,,False,41,017,99017,Deschutes (County),24072,,2024062601,10,R,2024-08-27T18:22:14.800Z,8dedaaa27736385ee56c72d076daea4df4ac1488,849b4f44-f806-4c28-84ad-61e6662e11b6,
FM-5499-WA,5499,WA,FM,2024-06-23 00:00:00+00:00,2024,Fire,SLIDE RANCH FIRE,False,False,True,True,2024-06-22 00:00:00+00:00,,,False,53,000,79995,Yakama Reservation,24071,,2024062301,10,R,2024-08-27T18:22:14.800Z,c4a549a55408c0f6a88c12d86eef57731f6793a1,7507247f-5c65-41b8-84a8-8dfb2551270f,
FM-5499-WA,5499,WA,FM,2024-06-23 00:00:00+00:00,2024,Fire,SLIDE RANCH FIRE,False,False,True,True,2024-06-22 00:00:00+00:00,,,False,53,077,99077,Yakima (County),24071,,2024062301,10,R,2024-08-27T18:22:14.800Z,c805e09a9861c1c6f8ba7bfced067c50e71f0f00,9265718b-d2b6-4169-8cb8-723f6aff39d3,
FM-5498-NM,5498,NM,FM,2024-06-18 00:00:00+00:00,2024,Fire,SALT FIRE,False,False,True,True,2024-06-17 00:00:00+00:00,,,False,35,000,47990,Mescalero Tribe,24068,,2024061802,6,R,2024-08-27T18:22:14.800Z,f047dce9caca512b8e897b606f99f71e4f2f5fdf,ada3cba8-e018-46c6-ade6-92df91d4ba11,
FM-5498-NM,5498,NM,FM,2024-06-18 00:00:00+00:00,2024,Fire,SALT FIRE,False,False,True,True,2024-06-17 00:00:00+00:00,,,False,35,027,99027,Lincoln (County),24068,,2024061802,6,R,2024-08-27T18:22:14.800Z,9cd9cc0af1eb160394696bff3e0289028eaa8688,99db9640-d8ee-4b00-9e82-ab1fa18466d7,
FM-5498-NM,5498,NM,FM,2024-06-18 00:00:00+00:00,2024,Fire,SALT FIRE,False,False,True,True,2024-06-17 00:00:00+00:00,,,False,35,035,99035,Otero (County),24068,,2024061802,6,R,2024-08-27T18:22:14.800Z,787274cd1731e3ffc360e0813f7681dc402aaa22,56a073d6-cd0c-4af7-9b82-1fc20cd8f109,
FM-5497-NM,5497,NM,FM,2024-06-17 00:00:00+00:00,2024,Fire,SOUTH FORK FIRE,False,False,True,True,2024-06-17 00:00:00+00:00,,,False,35,000,47990,Mescalero Tribe,24067,,2024061801,6,R,2024-08-27T18:22:14.800Z,a46c3c7f50b7295998f9bce72fa3a0254a558af1,a2a019ed-e005-42b2-9a80-a138d528e002,
FM-5497-NM,5497,NM,FM,2024-06-17 00:00:00+00:00,2024,Fire,SOUTH FORK FIRE,False,False,True,True,2024-06-17 00:00:00+00:00,,,False,35,027,99027,Lincoln (County),24067,,2024061801,6,R,2024-08-27T18:22:14.800Z,1b5dce3e59ab3c846570f7697b6a77fe923ff633,580507af-6787-4e16-895c-d95c07e09b7d,
FM-5497-NM,5497,NM,FM,2024-06-17 00:00:00+00:00,2024,Fire,SOUTH FORK FIRE,False,False,True,True,2024-06-17 00:00:00+00:00,,,False,35,035,99035,Otero (County),24067,,2024061801,6,R,2024-08-27T18:22:14.800Z,812cd4a2afb19e6cb1d1269c5072d7c97b1fcb76,34c67094-dd55-422d-9e97-499c61f12b89,
FM-5496-AZ,5496,AZ,FM,2024-06-12 00:00:00+00:00,2024,Fire,ROSE FIRE,False,False,True,True,2024-06-12 00:00:00+00:00,,,False,04,013,99013,Maricopa (County),24065,,2024061301,9,R,2024-08-27T18:22:14.800Z,1636857f6ba1707c03dab82d23dbbec94c11ca4e,c8bdfdc7-54d3-4c17-92ee-023f07eb060a,
FM-5493-AZ,5493,AZ,FM,2024-05-29 00:00:00+00:00,2024,Fire,SIMMONS FIRE,False,False,True,True,2024-05-28 00:00:00+00:00,,,False,04,021,99021,Pinal (County),24050,,2024052902,9,R,2024-08-27T18:22:14.800Z,ad9e864c70631c7f5b2920251b3c040467eb104e,658f15f6-563d-4508-96b5-0dfdd941913f,
FM-5492-NM,5492,NM,FM,2024-05-26 00:00:00+00:00,2024,Fire,BLUE 2 FIRE ,False,False,True,True,2024-05-16 00:00:00+00:00,,,False,35,027,99027,Lincoln (County),24048,,2024052901,6,R,2024-08-27T18:22:14.800Z,58fd5ab07713fcf47fec83a86b3e98c9e3f2a090,30c63136-f83c-4093-a964-6a460441b216,
FM-5491-OK,5491,OK,FM,2024-04-06 00:00:00+00:00,2024,Fire,57 FIRE,False,False,True,True,2024-04-06 00:00:00+00:00,2024-04-12 00:00:00+00:00,,False,40,153,99153,Woodward (County),24031,,2024040801,6,R,2024-08-27T18:22:14.800Z,90336b4b9cf62b2bcdbf0ced7653d45abc151887,37e47b66-3cab-4d0a-a92c-4d46e046f622,6.0
FM-5489-OK,5489,OK,FM,2024-02-27 00:00:00+00:00,2024,Fire,CATESBY FIRE,False,False,True,True,2024-02-27 00:00:00+00:00,2024-03-20 00:00:00+00:00,,False,40,045,99045,Ellis (County),24012,,2024022803,6,R,2024-08-27T18:22:14.800Z,92dd8af53f1fc5089b8439022b7048920787230d,e1740649-f983-488f-af51-c7c05df2e2b8,22.0
FM-5488-TX,5488,TX,FM,2024-02-27 00:00:00+00:00,2024,Fire,SMOKEHOUSE CREEK FIRE,False,False,True,True,2024-02-27 00:00:00+00:00,2024-03-16 00:00:00+00:00,,False,48,211,99211,Hemphill (County),24013,,2024022802,6,R,2024-08-27T18:22:14.800Z,4deef9242b3c808affce125ccf9931a56406deae,ce5eaed9-4e6d-4d18-a458-f277ff154690,18.0
FM-5488-TX,5488,TX,FM,2024-02-27 00:00:00+00:00,2024,Fire,SMOKEHOUSE CREEK FIRE,False,False,True,True,2024-02-27 00:00:00+00:00,2024-03-16 00:00:00+00:00,,False,48,233,99233,Hutchinson (County),24013,,2024022802,6,R,2024-08-27T18:22:14.800Z,8034b1ec6ab11a9a01a9787f77a55076b61f95d0,0d7847bd-b309-40de-8f53-d51300f2992b,18.0
FM-5488-TX,5488,TX,FM,2024-02-27 00:00:00+00:00,2024,Fire,SMOKEHOUSE CREEK FIRE,False,False,True,True,2024-02-27 00:00:00+00:00,2024-03-16 00:00:00+00:00,,False,48,393,99393,Roberts (County),24013,,2024022802,6,R,2024-08-27T18:22:14.800Z,9c251f86f0a25b1737afc48266640a3e129897b4,cd4fee95-06f9-4e79-90a2-188cb7b2c5d0,18.0
FM-5487-TX,5487,TX,FM,2024-02-27 00:00:00+00:00,2024,Fire,WINDY DEUCE FIRE,False,False,True,True,2024-02-27 00:00:00+00:00,2024-03-16 00:00:00+00:00,,False,48,341,99341,Moore (County),24014,,2024022801,6,R,2024-08-27T18:22:14.800Z,7a68d80af40a98ac1630052c76062b1baea351df,69592e52-a26b-4079-935f-7d300a46a0b4,18.0
FM-5486-LA,5486,LA,FM,2023-08-30 00:00:00+00:00,2023,Fire,HIGHWAY 113 FIRE,False,False,True,True,2023-08-30 00:00:00+00:00,2023-10-24 00:00:00+00:00,,False,22,079,99079,Rapides (Parish),23114,,2023083101,6,R,2024-08-27T18:22:14.800Z,39fe30b9bf9a8b8f97d05d28743c37bc2d97a2b9,b6c027f5-2bbe-415b-bd07-dee97c5aad98,55.0
FM-5486-LA,5486,LA,FM,2023-08-30 00:00:00+00:00,2023,Fire,HIGHWAY 113 FIRE,False,False,True,True,2023-08-30 00:00:00+00:00,2023-10-24 00:00:00+00:00,,False,22,115,99115,Vernon (Parish),23114,,2023083101,6,R,2024-08-27T18:22:14.800Z,452e234aa774bd5b2fa3ac1226a28b9682a73d3d,8b721fe7-342a-435c-b4dd-f431330c0039,55.0
FM-5485-LA,5485,LA,FM,2023-08-27 00:00:00+00:00,2023,Fire,LIONS CAMP ROAD FIRE ,False,False,True,True,2023-08-26 00:00:00+00:00,2023-10-04 00:00:00+00:00,,False,22,115,99115,Vernon (Parish),23110,,2023082803,6,R,2024-08-27T18:22:14.800Z,66deff94eb7d3e7854231a171ea7ebdab311ef00,fb9c7e16-b9ee-47fc-9c32-a40616ffc16e,39.0
FM-5484-LA,5484,LA,FM,2023-08-25 00:00:00+00:00,2023,Fire,IDA FIRE,False,False,True,True,2023-08-25 00:00:00+00:00,2023-10-12 00:00:00+00:00,,False,22,115,99115,Vernon (Parish),23109,,2023082802,6,R,2024-08-27T18:22:14.800Z,1b3237de3990e98f07e319971a1fff5aadac1c3b,d70c10ec-e9f6-4c4b-abec-fed55e6e7b26,48.0
FM-5483-OR,5483,OR,FM,2023-08-24 00:00:00+00:00,2023,Fire,LIBERTY FIRE,False,False,True,True,2023-08-24 00:00:00+00:00,,,False,41,047,99047,Marion (County),23107,,2023082401,10,R,2024-08-27T18:22:14.800Z,fc3cb2261e57f23c6ad8000d62cb6c769a486744,bef7d43c-1b10-465e-bc2c-57b554119387,
FM-5482-LA,5482,LA,FM,2023-08-23 00:00:00+00:00,2023,Fire,TIGER ISLAND FIRE ,False,False,True,True,2023-08-23 00:00:00+00:00,2023-10-25 00:00:00+00:00,,False,22,011,99011,Beauregard (Parish),23106,,2023082402,6,R,2024-08-27T18:22:14.800Z,184178c65ab67709bea3d982a802cec74e9cfdad,78168d15-d5c1-4c81-a2fb-da8fbcc3b4ad,63.0
FM-5481-WA,5481,WA,FM,2023-08-19 00:00:00+00:00,2023,Fire,OREGON FIRE,False,False,True,True,2023-08-19 00:00:00+00:00,,,False,53,063,99063,Spokane (County),23103,,2023081903,10,R,2024-08-27T18:22:14.800Z,a4dcabf48cbe16eda0031688b928dab9e1d9dd0e,8f9cd7bd-8490-490f-b57c-6081b4ffff0b,
FM-5480-MT,5480,MT,FM,2023-08-19 00:00:00+00:00,2023,Fire,RIVER ROAD EAST FIRE,False,False,True,True,2023-08-18 00:00:00+00:00,2023-09-05 00:00:00+00:00,,False,30,089,99089,Sanders (County),23100,,2023081902,8,R,2024-08-27T18:22:14.800Z,ebb8c8ea3e38bd19ebb960841d29d9a40dab188c,d969bd7a-d766-40ad-9429-4675b785bcd6,18.0
FM-5479-WA,5479,WA,FM,2023-08-18 00:00:00+00:00,2023,Fire,GRAY FIRE,False,False,True,True,2023-08-18 00:00:00+00:00,,,False,53,063,99063,Spokane (County),23102,,2023081901,10,R,2024-08-27T18:22:14.800Z,38f88cd52483be74c5ace8f57cb8f88ded375620,66f8e150-aefb-4921-a078-d5cc3529442f,
FM-5478-HI,5478,HI,FM,2023-08-09 00:00:00+00:00,2023,Fire,MAUNA KEA BEACH FIRE,False,False,True,True,2023-08-08 00:00:00+00:00,,2023-12-27T00:00:00.000Z,False,15,001,99001,Hawaii (County),23091,,2023081001,9,R,2024-08-27T18:22:14.800Z,856400ea653bf77ed950ed9ff718718fab2b690f,6cae2140-9809-4314-a70b-9caf7e8e3e65,
FM-5477-HI,5477,HI,FM,2023-08-09 00:00:00+00:00,2023,Fire,PULEHU FIRE,False,False,True,True,2023-08-09 00:00:00+00:00,,2023-12-27T00:00:00.000Z,False,15,009,99009,Maui (County),23090,,2023080904,9,R,2024-08-27T18:22:14.800Z,95062dffead375455b26868d4eadc1590d9014a9,ec182ff5-1a1e-4028-982a-8d7bcd8d4dbd,
FM-5476-HI,5476,HI,FM,2023-08-09 00:00:00+00:00,2023,Fire,UPCOUNTRY FIRE,False,False,True,True,2023-08-09 00:00:00+00:00,,2023-12-27T00:00:00.000Z,False,15,009,99009,Maui (County),23089,,2023080903,9,R,2024-08-27T18:22:14.800Z,4f727f53c488dd66abbeda82a62138852c33ffe9,edef568f-e365-4c48-8ebf-324d1f842c24,
FM-5475-HI,5475,HI,FM,2023-08-09 00:00:00+00:00,2023,Fire,LAHAINA FIRE,False,False,True,True,2023-08-09 00:00:00+00:00,,2023-12-27T00:00:00.000Z,False,15,009,99009,Maui (County),23087,,2023080902,9,R,2024-08-27T18:22:14.800Z,32c71b51a176113e73acbc0aac930299da28f2ca,45ebeb8b-58d8-4ef2-82eb-460b8b1d0509,
FM-5474-HI,5474,HI,FM,2023-08-08 00:00:00+00:00,2023,Fire,KOHALA RANCH FIRE,False,False,True,True,2023-08-08 00:00:00+00:00,,,False,15,001,99001,Hawaii (County),23088,,2023080901,9,R,2024-08-27T18:22:14.800Z,babaccd433ce512c1d6808105c00defccde1f36f,0ae6fd1a-5874-4650-99a4-c0b515e0ca68,
FM-5473-AK,5473,AK,FM,2023-08-03 00:00:00+00:00,2023,Fire,LOST HORSE CREEK FIRE,False,False,True,True,2023-08-02 00:00:00+00:00,,,False,02,090,99090,Fairbanks North Star (Borough),23084,,2023080401,10,R,2024-08-27T18:22:14.800Z,fab5b28cc29d898392d2545637aacbf110f852d1,294208da-abe8-4841-999e-c0c85df7c9e4,
FM-5472-WA,5472,WA,FM,2023-07-30 00:00:00+00:00,2023,Fire,EAGLE BLUFF FIRE,False,False,True,True,2023-07-29 00:00:00+00:00,,,False,53,047,99047,Okanogan (County),23080,,2023073001,10,R,2024-08-27T18:22:14.800Z,4b8147495c2a118797d18b69ef4f2f2b07d1eadb,b4218334-de0b-416d-80c1-cb756efd7f18,
FM-5471-OR,5471,OR,FM,2023-07-23 00:00:00+00:00,2023,Fire,GOLDEN FIRE,False,False,True,True,2023-07-22 00:00:00+00:00,,,False,41,035,99035,Klamath (County),23077,,2023072401,10,R,2024-08-27T18:22:14.800Z,f14dc0924a3c785495ce82a198caffeebfdaf1c3,25d41fc4-6b1c-4c9d-98bb-6e7c555e6825,
FM-5470-WA,5470,WA,FM,2023-07-23 00:00:00+00:00,2023,Fire,NEWELL ROAD FIRE,False,False,True,True,2023-07-21 00:00:00+00:00,,,False,53,039,99039,Klickitat (County),23074,,2023072301,10,R,2024-08-27T18:22:14.800Z,29c8700c5d87ae3209b91b3ce92c7487273d6c0a,8f875c85-4163-4fdb-8653-b9214676af41,
FM-5469-WA,5469,WA,FM,2023-07-11 00:00:00+00:00,2023,Fire,BAIRD SPRINGS FIRE ,False,False,True,True,2023-07-10 00:00:00+00:00,,,False,53,025,99025,Grant (County),23071,,2023071101,10,R,2024-08-27T18:22:14.800Z,87c023fadb47757f65a024f9cbbb81da8f94fd0e,05824101-6a30-42ff-96e5-1fc526312b8d,
FM-5468-WA,5468,WA,FM,2023-07-05 00:00:00+00:00,2023,Fire,MCEWAN FIRE ,False,False,True,True,2023-07-04 00:00:00+00:00,,,False,53,045,99045,Mason (County),23065,,2023070501,10,R,2024-08-27T18:22:14.800Z,dabc055801e32a409fc4b09416e0300197e6be98,83368755-fffb-4dd9-9f7f-1131d91df50e,
FM-5467-WA,5467,WA,FM,2023-07-03 00:00:00+00:00,2023,Fire,TUNNEL FIVE FIRE,False,False,True,True,2023-07-02 00:00:00+00:00,,,False,53,059,99059,Skamania (County),23064,,2023070301,10,R,2024-08-27T18:22:14.800Z,5359f2c2bc2af43919688d146962f1b711c6feb0,5545e21f-a20a-4ba2-bf64-b4df31be40ba,
FM-5466-AZ,5466,AZ,FM,2023-06-28 00:00:00+00:00,2023,Fire,DIAMOND FIRE,False,False,True,True,2023-06-27 00:00:00+00:00,2023-06-30 00:00:00+00:00,,False,04,013,99013,Maricopa (County),23061,,2023062801,9,R,2024-08-27T18:22:14.800Z,569c45af2a5860e916e6ffccd8d35193b2b2baf0,b5328c20-d1f9-43f5-bab0-143549a4bc28,3.0
FM-5465-NM,5465,NM,FM,2023-05-10 00:00:00+00:00,2023,Fire,LAS TUSAS FIRE,False,False,True,True,2023-05-10 00:00:00+00:00,2023-05-22 00:00:00+00:00,,False,35,033,99033,Mora (County),23050,,2023051101,6,R,2024-08-27T18:22:14.800Z,e9a4127a410c3b351c87850fdfd3206836f57769,438bcce7-2aae-4972-b345-0502f879f1a2,12.0
FM-5465-NM,5465,NM,FM,2023-05-10 00:00:00+00:00,2023,Fire,LAS TUSAS FIRE,False,False,True,True,2023-05-10 00:00:00+00:00,2023-05-22 00:00:00+00:00,,False,35,047,99047,San Miguel (County),23050,,2023051101,6,R,2024-08-27T18:22:14.800Z,14f3c308594a2221235e7d752eda18f08621904b,915949c5-f82e-4c08-a134-3593f4fa054d,12.0
